Event []	DATE/TIME []	Location []	IUCN Red List status []	Species []	LATITUDE []	LONGITUDE []	DEPTH, water [m]	Temperature, water [°C]	Latitude 2 []	Longitude 2 []	Uniform resource locator/link to reference []
PS132/1-2	2013-12-03T22:00:00	Bremerhaven, Germany	Extinct in the Wild	Delphinus delphis	83.5	82.5	0.725	0.969	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2012-10-03T07:00:00	Bremerhaven, Germany	Least Concern	Stenella coeruleoalba	83.6	83	0.73	0.584	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2016-11-27T06:00:00	Bremerhaven, Germany	Near Threatened	Tursiops truncatus	83.7	83.5	0.735	0.857	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2013-02-17T07:00:00	Bremerhaven, Germany	Endangered	Delphinus delphis	83.8	84	0.74	0.945	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2015-12-01T02:00:00	Bremerhaven, Germany	Extinct in the Wild	Stenella coeruleoalba	83.9	84.5	0.745	0.096	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2017-09-20T20:00:00	Bremerhaven, Germany	Least Concern	Tursiops truncatus	84	85	0.75	0.918	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2010-08-27T15:00:00	Bremerhaven, Germany	Near Threatened	Delphinus delphis	84.1	85.5	0.755	0.697	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2015-04-25T15:00:00	Bremerhaven, Germany	Endangered	Stenella coeruleoalba	84.2	86	0.76	0.979	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2015-05-02T17:00:00	Bremerhaven, Germany	Extinct in the Wild	Tursiops truncatus	84.3	86.5	0.765	0.111	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2010-11-29T16:00:00	Bremerhaven, Germany	Least Concern	Delphinus delphis	84.4	87	0.77	0.092	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2010-09-02T03:00:00	Bremerhaven, Germany	Near Threatened	Stenella coeruleoalba	84.5	87.5	0.775	0.594	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2013-04-16T15:00:00	Bremerhaven, Germany	Endangered	Tursiops truncatus	84.6	88	0.78	0.064	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2018-06-20T00:00:00	Bremerhaven, Germany	Extinct in the Wild	Delphinus delphis	84.7	88.5	0.785	0.534	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2018-11-09T00:00:00	Bremerhaven, Germany	Least Concern	Stenella coeruleoalba	84.8	89	0.79	0.728	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2012-06-23T03:00:00	Bremerhaven, Germany	Near Threatened	Tursiops truncatus	84.9	89.5	0.795	0.898	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2010-09-09T00:00:00	Bremerhaven, Germany	Endangered	Delphinus delphis	85	90	0.8	0.318	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2017-07-12T04:00:00	Bremerhaven, Germany	Extinct in the Wild	Stenella coeruleoalba	85.1	90.5	0.805	0.783	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2013-04-17T16:00:00	Bremerhaven, Germany	Least Concern	Tursiops truncatus	85.2	91	0.81	0.055	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2021-03-20T03:00:00	Bremerhaven, Germany	Near Threatened	Delphinus delphis	85.3	91.5	0.815	0.935	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2015-11-04T07:00:00	Bremerhaven, Germany	Endangered	Stenella coeruleoalba	85.4	92	0.82	0.14	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2012-05-08T13:00:00	Bremerhaven, Germany	Extinct in the Wild	Tursiops truncatus	85.5	92.5	0.825	0.741	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2011-06-19T20:00:00	Bremerhaven, Germany	Least Concern	Delphinus delphis	85.6	93	0.83	0.23	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2020-02-18T18:00:00	Bremerhaven, Germany	Near Threatened	Stenella coeruleoalba	85.7	93.5	0.835	0.119	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2018-08-24T11:00:00	Bremerhaven, Germany	Endangered	Tursiops truncatus	85.8	94	0.84	0.995	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2015-02-05T22:00:00	Bremerhaven, Germany	Extinct in the Wild	Delphinus delphis	85.9	94.5	0.845	0.803	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2016-05-23T20:00:00	Bremerhaven, Germany	Least Concern	Stenella coeruleoalba	86	95	0.85	0.926	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2013-06-08T12:00:00	Bremerhaven, Germany	Near Threatened	Tursiops truncatus	86.1	95.5	0.855	0.555	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2018-09-22T23:00:00	Bremerhaven, Germany	Endangered	Delphinus delphis	86.2	96	0.86	0.117	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2016-05-07T22:00:00	Bremerhaven, Germany	Extinct in the Wild	Stenella coeruleoalba	86.3	96.5	0.865	0.882	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2020-03-29T10:00:00	Bremerhaven, Germany	Least Concern	Tursiops truncatus	86.4	97	0.87	0.147	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2013-04-19T08:00:00	Bremerhaven, Germany	Near Threatened	Delphinus delphis	86.5	97.5	0.875	0.953	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2017-04-24T13:00:00	Bremerhaven, Germany	Endangered	Stenella coeruleoalba	86.6	98	0.88	0.811	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2019-12-09T12:00:00	Bremerhaven, Germany	Extinct in the Wild	Tursiops truncatus	86.7	98.5	0.885	0.375	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2020-01-11T20:00:00	Bremerhaven, Germany	Least Concern	Delphinus delphis	86.8	99	0.89	0.718	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2020-10-06T08:00:00	Bremerhaven, Germany	Near Threatened	Stenella coeruleoalba	86.9	99.5	0.895	0.815	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2015-06-01T14:00:00	Bremerhaven, Germany	Endangered	Tursiops truncatus	87	100	0.9	0.064	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2012-10-14T21:00:00	Bremerhaven, Germany	Extinct in the Wild	Delphinus delphis	87.1	100.5	0.905	0.17	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2018-01-19T03:00:00	Bremerhaven, Germany	Least Concern	Stenella coeruleoalba	87.2	101	0.91	0.243	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2010-11-22T12:00:00	Bremerhaven, Germany	Near Threatened	Tursiops truncatus	87.3	101.5	0.915	0.515	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2019-10-08T21:00:00	Bremerhaven, Germany	Endangered	Delphinus delphis	87.4	102	0.92	0.806	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2020-02-27T12:00:00	Bremerhaven, Germany	Extinct in the Wild	Stenella coeruleoalba	87.5	102.5	0.925	0.044	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2018-06-24T10:00:00	Bremerhaven, Germany	Least Concern	Tursiops truncatus	87.6	103	0.93	0.83	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2019-09-29T22:00:00	Bremerhaven, Germany	Near Threatened	Delphinus delphis	87.7	103.5	0.935	0.639	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2016-03-06T23:00:00	Bremerhaven, Germany	Endangered	Stenella coeruleoalba	87.8	104	0.94	0.034	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2017-01-26T12:00:00	Bremerhaven, Germany	Extinct in the Wild	Tursiops truncatus	87.9	104.5	0.945	0.085	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2018-07-05T19:00:00	Bremerhaven, Germany	Least Concern	Delphinus delphis	88	105	0.95	0.245	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2017-01-26T05:00:00	Bremerhaven, Germany	Near Threatened	Stenella coeruleoalba	88.1	105.5	0.955	0.649	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2017-03-28T11:00:00	Bremerhaven, Germany	Endangered	Tursiops truncatus	88.2	106	0.96	0.781	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2015-03-04T04:00:00	Bremerhaven, Germany	Extinct in the Wild	Delphinus delphis	88.3	106.5	0.965	0.572	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2014-01-01T14:00:00	Bremerhaven, Germany	Least Concern	Stenella coeruleoalba	88.4	107	0.97	0.576	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2014-04-09T14:00:00	Bremerhaven, Germany	Near Threatened	Tursiops truncatus	88.5	107.5	0.975	0.248	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2010-03-24T03:00:00	Bremerhaven, Germany	Endangered	Delphinus delphis	88.6	108	0.98	0.796	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2012-01-13T22:00:00	Bremerhaven, Germany	Extinct in the Wild	Stenella coeruleoalba	88.7	108.5	0.985	0.963	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2011-06-13T01:00:00	Bremerhaven, Germany	Least Concern	Tursiops truncatus	88.8	109	0.99	0.852	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2019-12-16T08:00:00	Bremerhaven, Germany	Near Threatened	Delphinus delphis	88.9	109.5	0.995	0.731	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
PS132/1-2	2018-12-19T08:00:00	Bremerhaven, Germany	Endangered	Stenella coeruleoalba	89	110	1	0.543	53.549999	8.583333	https://doi.org/10.1594/PANGAEA.945749
